Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs [a AD],Seagr biom above dm [g/m**2],Seagr biom below dm [g/m**2],Seagr biom tot dm [g/m**2],Seagr shoot dens [#/m**2],Seagr cov [%],Seagr leaf dens [#/m**2],Seagr prod above dm [g/m**2/day],Seagr prod below dm [g/m**2/day],Seagr prod total dm [g/m**2/day],Seagr shoot prod dm [g/m**2/day],Seagr leaf prod dm [g/m**2/day],Reference
20.499,-87.017,Tropical Atlantic,Coastal,Thalassia,1990,150,,,253.44,76.8,,,,,,,Tomasko & Lapointe 1991
20.499,-87.017,Tropical Atlantic,Coastal,Thalassia,1990,20.5,,,53.13,16.1,,,,,,,Tomasko & Lapointe 1991
24.651,-81.35,Tropical Atlantic,Coastal,Thalassia,1990,27.57,,,41.25,12.5,,0.306,,,,,Tomasko & Lapointe 1991
24.651,-81.35,Tropical Atlantic,Coastal,Thalassia,1990,69.18,,,65.67,19.9,,1.083,,,,,Tomasko & Lapointe 1991
24.771,-81.407,Tropical Atlantic,Coastal,Thalassia,1990,40.37,,,71.28,21.6,,0.768,,,,,Tomasko & Lapointe 1991
24.771,-81.407,Tropical Atlantic,Coastal,Thalassia,1990,50,,,48.51,14.7,,1.372,,,,,Tomasko & Lapointe 1991
24.851,-80.617,Tropical Atlantic,Coastal,Thalassia,1990,105.8,,,69.63,21.1,,,,,,,Tomasko & Lapointe 1991
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2000,51.6,164.62,216.22,3368.4,,,,,,,,Turner and Schwarz 2006
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2000,46.68,120.39,167.08,2778.9,,,,,,,,Turner and Schwarz 2006
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2001,49.14,167.08,216.22,4266.7,,,,,,,,Turner and Schwarz 2006
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2001,54.05,132.68,186.73,2947.4,,,,,,,,Turner and Schwarz 2006
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2000,63.88,260.44,324.32,3228.1,,,,,,,,Turner and Schwarz 2006
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2000,46.68,223.59,270.27,2077.2,,,,,,,,Turner and Schwarz 2006
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2001,68.8,255.53,324.32,3593,,,,,,,,Turner and Schwarz 2006
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2001,164.62,309.58,474.2,2357.9,,,,,,,,Turner and Schwarz 2006
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2000,98.28,641.28,739.56,3957.9,,,,,,,,Turner and Schwarz 2006
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2000,44.23,481.57,525.8,2077.2,,,,,,,,Turner and Schwarz 2006
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2001,86,665.85,751.84,3171.9,,,,,,,,Turner and Schwarz 2006
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2001,122.85,589.68,712.53,3059.6,,,,,,,,Turner and Schwarz 2006
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2000,78.62,292.38,371.01,2470.2,,,,,,,,Turner and Schwarz 2006
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2000,36.86,162.16,199.02,1656.1,,,,,,,,Turner and Schwarz 2006
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2001,71.25,329.24,400.49,2919.3,,,,,,,,Turner and Schwarz 2006
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2001,63.88,267.81,331.7,2722.8,,,,,,,,Turner and Schwarz 2006
27.788,-15.491,Mediterranean,Coastal,Cymodocea,2017,,,,787,,,,,,,,Tuya et al. 2018
27.852,-15.395,Mediterranean,Coastal,Cymodocea,2017,,,,424,,,,,,,,Tuya et al. 2018
27.852,-15.395,Mediterranean,Coastal,Cymodocea,2017,,,,650,,,,,,,,Tuya et al. 2018
27.925,-15.381,Mediterranean,Coastal,Cymodocea,2017,,,,654,,,,,,,,Tuya et al. 2018
38.167,-0.512,Mediterranean,Coastal,Cymodocea,2017,,,,1295,,,,,,,,Tuya et al. 2018
38.35,-0.447,Mediterranean,Coastal,Cymodocea,2017,,,,1005,,,,,,,,Tuya et al. 2018
39.837,3.168,Mediterranean,Coastal,Cymodocea,2017,,,,1183,,,,,,,,Tuya et al. 2018
39.86,3.11,Mediterranean,Coastal,Cymodocea,2017,,,,756,,,,,,,,Tuya et al. 2018
39.927,3.14,Mediterranean,Coastal,Cymodocea,2017,,,,810,,,,,,,,Tuya et al. 2018
-16.7605,145.972,Tropical Indo Pacific,Coastal,Halodule,1994,35,177,212,4450,,,,1.29,,,2,Udy et al. 1999
-16.7605,145.972,Tropical Indo Pacific,Coastal,Syringodium,1994,34,41,75,2905,,,,,,,0.3,Udy et al. 1999
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,801.19,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,682.49,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,670.62,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,694.36,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,694.36,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,362.02,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,302.67,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,385.76,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,1246.29,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,658.75,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,599.41,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,599.41,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1115.73,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,878.34,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1406.53,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1649.85,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,997.03,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1186.94,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,438.08,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,426.4,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,537.38,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,864.49,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,537.38,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,338.79,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,776.87,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,1057.24,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,724.3,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,636.68,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,987.15,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1880.84,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1261.68,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,1255.84,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,,,,531.54,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,176.7,,,,,,,,3.7,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,154.8,,,,,,,,3.1,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,119.4,,,,,,,,2.9,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2001,84.2,,,,,,,,1.8,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,109.3,,,,,,,,5.5,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,139.2,,,,,,,,5.3,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,64.5,,,,,,,,2.4,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2001,59.9,,,,,,,,3.3,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,50.8,,,,,,,,2.1,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2001,50.7,,,,,,,,2.3,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,40.5,,,,,,,,2,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2001,36.2,,,,,,,,1.9,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2002,,,,504.45,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2002,,,,670.62,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2002,,,,759.64,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2002,,,,724.04,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2002,,,,1376.85,,,,,,,,Uku and Björk 2005
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Cymodocea,2002,,,,1489.61,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2002,,,,385.51,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassodendron,2002,,,,414.72,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2002,,,,829.44,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Thalassia,2002,,,,806.07,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2002,,,,1577.1,,,,,,,,Uku and Björk 2005
-3.836348,39.825139,Tropical Indo Pacific,Coastal,Cymodocea,2002,,,,1495.33,,,,,,,,Uku and Björk 2005
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Enhalus,2005,,,260.2,,,,,,,,2.83,Unsworth et al. 2007
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Enhalus,2005,,,52.4,,,,,,,,0.91,Unsworth et al. 2007
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Enhalus,2005,,,1.5,,,,,,,,0.05,Unsworth et al. 2007
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Thalassia,2005,,,178.2,,,,,,,,18.49,Unsworth et al. 2007
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Thalassia,2005,,,28.8,,,,,,,,4.57,Unsworth et al. 2007
-5.460409,123.759867,Tropical Indo Pacific,Coastal,Thalassia,2005,,,19.3,,,,,,,,4.7,Unsworth et al. 2007
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2000,,,33.06,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2001,,,28.56,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2002,,,20.94,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2003,,,10.94,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2004,,,8.19,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2005,,,3.31,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2006,,,2.56,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2007,,,5.75,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2008,,,0.69,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2009,,,2.56,,,,,,,,,Unsworth et al. 2012
-12.666,141.838,Tropical Indo Pacific,Estuarine,Enhalus,2010,,,12.5,,,,,,,,,Unsworth et al. 2012
36.507,-4.638,Mediterranean,Coastal,Posidonia,2009,,,,850.7,,,,,,,,Urra et al. 2011
36.487,-4.701,Mediterranean,Coastal,Posidonia,2010,,,,853.9,,,,,,,,Urra et al. 2011
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1988,533.1,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1988,514.4,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1988,495.6,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1988,463.3,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,250.9,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,244.9,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,240,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,216.4,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,210.1,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,151.2,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,141.6,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,128.5,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,123.8,,,,,,,,,,,Valentine and Heck 1991
29.777,-85.351,Tropical Atlantic,Coastal,Thalassia,1989,111.6,,,,,,,,,,,Valentine and Heck 1991
29.773,-85.3916,Tropical Atlantic,Coastal,Thalassia,1992,,,,630,,,,,,,,Valentine et al. 1997
29.773,-85.3916,Tropical Atlantic,Coastal,Thalassia,1992,,,,700,,,,,,,,Valentine et al. 1997
29.773,-85.3916,Tropical Atlantic,Coastal,Thalassia,1992,,,,650,,,,,,,,Valentine et al. 1997
29.773,-85.3916,Tropical Atlantic,Coastal,Thalassia,1992,,,,810,,,,,,,,Valentine et al. 1997
25.105,-80.47,Tropical Atlantic,Coastal,Thalassia,2018,,15.09,,,,,0.59,,,,,Van Dam et al. 2019
25.105,-80.45,Tropical Atlantic,Coastal,Thalassia,2018,,65.11,,,,,0.41,,,,,Van Dam et al. 2019
44.588,-1.236,Mediterranean,Coastal,Cymodocea,1988,71.14,147.27,218.41,576,45,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Cymodocea,1988,68.14,90.89,159.03,432,45,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Cymodocea,1988,41.35,47.09,88.44,328,20,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Cymodocea,1988,47.82,101.77,101.77,328,40,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,71.6,141.35,212.95,7120,85,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,65.2,95.43,160.63,6720,80,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,118.65,138.26,256.91,6992,95,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,110.98,160.26,271.24,9520,100,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,59.53,198,257.53,12128,80,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,62.69,215.76,278.45,13440,70,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,112.46,178.2,290.66,12024,95,,,,,,,Van Lent et al. 1991
44.588,-1.236,Mediterranean,Coastal,Zostera,1988,76.63,120.63,197.26,6080,100,,,,,,,Van Lent et al. 1991
20.862,-86.853,Tropical Atlantic,Coastal,Thalassia,1991,165.1,408.15,573.25,734,,,,,,,,van Tussenbroek 1998
20.868,-86.866,Tropical Atlantic,Coastal,Thalassia,1991,208.7,565.1,773.8,661,,,,,,,,van Tussenbroek 1998
20.901,-86.845,Tropical Atlantic,Coastal,Thalassia,1991,226.2,584.5,810.7,547,,,,,,,,van Tussenbroek 1998
20.858,-86.862,Tropical Atlantic,Coastal,Thalassia,2012,,,,570,,,,,,,,van Tussenbroek et al. 2017
20.858,-86.862,Tropical Atlantic,Coastal,Thalassia,2012,,,,446,,,,,,,,van Tussenbroek et al. 2017
16.44,119.924,Tropical Indo Pacific,Coastal,Cymodocea,1992,47.82,101.77,149.59,368,40,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Cymodocea,1992,22.9,16.2,39.1,171,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Cymodocea,1992,2.4,0.3,2.7,10,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Enhalus,1992,53,180.2,233.3,21,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Halophila,1992,0.1,0.1,0.2,16,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Halophila,1992,4.5,2.8,7.3,47,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Syringodium,1992,12.5,1.8,14.3,109,,,,,,,,Vermaat et al. 1995
16.367,119.846,Tropical Indo Pacific,Coastal,Thalassia,1992,250.2,77.3,327.5,548,,,,,,,,Vermaat et al. 1995
40.793,8.664,Mediterranean,Coastal,Zostera,2012,0.18,,9.03,2057.49,,,,,,,,Vieira et al. 2020
40.793,8.664,Mediterranean,Coastal,Zostera,2012,,,13.63,,,,,,,,,Vieira et al. 2020
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,15.05,314.16,,8190.94,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,9.09,97.85,,8598.92,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,41.28,221.46,,5574.93,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,54.72,161.37,,13927.17,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,15.79,90.99,,6071.03,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,26.11,82.4,,6988.66,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,9.98,271.24,,11167.49,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,17.48,151.07,,10801.52,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,10.2,84.12,,7604.03,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Coastal,Halodule,2018,20.7,133.91,,11368.09,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,21.82,28.12,,6787.25,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,18.18,23.06,,7125.46,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,20,76.46,,18692.44,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,16.36,83.76,,28682.44,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,25.45,28.38,,6411.01,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,18.18,32.77,,8004.26,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,54.55,21.82,,4815.05,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,40,27.16,,6203.2,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,10.91,15.03,,3080.55,,,,,,,,Vivanco Bercovich et al. 2019
-27.567,-48.433,Tropical Atlantic,Estuarine,Ruppia,2018,12.73,28.14,,7181.15,,,,,,,,Vivanco Bercovich et al. 2019
36.69,24.51,Mediterranean,Coastal,Cymodocea,2013,3.89,,,,,,,,,,,Vizzini et al. 2019
36.69,24.51,Mediterranean,Coastal,Cymodocea,2013,10.94,,,,,,,,,,,Vizzini et al. 2019
36.69,24.51,Mediterranean,Coastal,Cymodocea,2013,,12.22,,122.67,,,,,,,,Vizzini et al. 2019
36.69,24.51,Mediterranean,Coastal,Cymodocea,2013,,16.28,,208,,,,,,,,Vizzini et al. 2019
38.42,14.962,Mediterranean,Coastal,Cymodocea,2013,30.33,,,,,,,,,,,Vizzini et al. 2019
38.42,14.962,Mediterranean,Coastal,Cymodocea,2013,27.52,,,,,,,,,,,Vizzini et al. 2019
38.42,14.962,Mediterranean,Coastal,Cymodocea,2013,,23.06,,525,,,,,,,,Vizzini et al. 2019
38.42,14.962,Mediterranean,Coastal,Cymodocea,2013,,27.23,,616.67,,,,,,,,Vizzini et al. 2019
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,19.75,,,852.45,,,,,,1.16,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,35.43,,,1197.69,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,35.58,,,1218.74,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,33.75,,,1228.29,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,26.88,,,795.79,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,30.53,,,1066.52,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Cymodocea,2005,35.73,,,1512.3,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,59.97,,,3338.53,,,,,,0.68,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,44.8,,,2581.05,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,46.37,,,2491.27,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,40.64,,,2367.83,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,50.34,,,2569.83,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,53.2,,,2670.82,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Halodule,2005,70.44,,,3978.18,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,44.07,,,710.57,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,41.74,,,687.8,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,43.29,,,770.73,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,49.04,,,702.44,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,48.34,,,626.02,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,36.68,,,736.59,,,,,,,,Vonk et al. 2008
-5.016,119.326,Tropical Indo Pacific,Coastal,Thalassia,2005,51.76,,,837.4,,,,,,,,Vonk et al. 2008
-5.742,106.603,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,6,,,,,,,Wahab et al. 2017
-5.74,106.602,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,15,,,,,,,Wahab et al. 2017
-5.739,106.602,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,15,,,,,,,Wahab et al. 2017
-5.742,106.603,Tropical Indo Pacific,Coastal,Cymodocea,2016,,,,,1,,,,,,,Wahab et al. 2017
-5.742,106.603,Tropical Indo Pacific,Coastal,Enhalus,2016,,,,,21,,,,,,,Wahab et al. 2017
-5.74,106.602,Tropical Indo Pacific,Coastal,Enhalus,2016,,,,,16,,,,,,,Wahab et al. 2017
-5.739,106.602,Tropical Indo Pacific,Coastal,Enhalus,2016,,,,,6,,,,,,,Wahab et al. 2017
-5.742,106.603,Tropical Indo Pacific,Coastal,Halodule,2016,,,,,1,,,,,,,Wahab et al. 2017
-5.742,106.603,Tropical Indo Pacific,Coastal,Syringodium,2016,,,,,1,,,,,,,Wahab et al. 2017
-5.742,106.603,Tropical Indo Pacific,Coastal,Thalassia,2016,,,,,35,,,,,,,Wahab et al. 2017
