Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs [a AD],Seagr biom above dm [g/m**2],Seagr biom below dm [g/m**2],Seagr biom tot dm [g/m**2],Seagr shoot dens [#/m**2],Seagr cov [%],Seagr leaf dens [#/m**2],Seagr prod above dm [g/m**2/day],Seagr prod below dm [g/m**2/day],Seagr prod total dm [g/m**2/day],Seagr shoot prod dm [g/m**2/day],Seagr leaf prod dm [g/m**2/day],Reference
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,25,,,,,,,Smith et al. 2016
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,36,,,,,,,Smith et al. 2016
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,29,,,,,,,Smith et al. 2016
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,25,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,88,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,82,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,74,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,72,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,65,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,71,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,58,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,58,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,35,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,33,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,18,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,19,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,13,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,41,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,39,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,51,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,23,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,45,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,40,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,57,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,35,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,38,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,36,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,33,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,38,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,41,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,37,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,18,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,42,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,24,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,21,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,19,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,17,,,,,,,Smith et al. 2016
-38.354,144.77,Temperate Southern,Estuarine,Zostera,2013,,,,,22,,,,,,,Smith et al. 2016
-38.346,144.914,Temperate Southern,Estuarine,Zostera,2013,,,,,15,,,,,,,Smith et al. 2016
-38.286,144.616,Temperate Southern,Estuarine,Zostera,2013,,,,,6,,,,,,,Smith et al. 2016
-38.257,144.674,Temperate Southern,Estuarine,Zostera,2013,,,,,75,,,,,,,Smith et al. 2016
-38.244,144.681,Temperate Southern,Estuarine,Zostera,2013,,,,,11,,,,,,,Smith et al. 2016
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2013,,,,,33,,,,,,,Smith et al. 2016
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2013,,,,,47,,,,,,,Smith et al. 2016
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2013,,,,,27,,,,,,,Smith et al. 2016
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2013,,,,,20,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2013,166.31,1141.88,1308.19,,38,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2014,161.36,1106.93,1268.29,,,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2015,125.61,927.8,1053.41,,,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2011,171.37,1227.71,1399.08,,,,,,,,,Smith et al. 2016
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2011,276.07,1729.67,2005.74,,,,,,,,,Smith et al. 2016
36.5,-6.167,Mediterranean,Coastal,Zostera,2015,,,,12561,,,,,,,,Soissons et al. 2018
36.5,-6.167,Mediterranean,Coastal,Zostera,2015,,,,5172,,,,,,,,Soissons et al. 2018
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,6573,,,,,,,,Soissons et al. 2018
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,6420,,,,,,,,Soissons et al. 2018
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,7108,,,,,,,,Soissons et al. 2018
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,12739,,,,,,,,Soissons et al. 2018
43.35,-1.133,Mediterranean,Estuarine,Zostera,2015,,,,5580,,,,,,,,Soissons et al. 2018
43.35,-1.133,Mediterranean,Estuarine,Zostera,2015,,,,4892,,,,,,,,Soissons et al. 2018
43.417,-1.767,Mediterranean,Coastal,Zostera,2015,,,,1580,,,,,,,,Soissons et al. 2018
43.417,-1.767,Mediterranean,Coastal,Zostera,2015,,,,2191,,,,,,,,Soissons et al. 2018
44.673,-1.075,Mediterranean,Estuarine,Zostera,2015,,,,9146,,,,,,,,Soissons et al. 2018
44.673,-1.075,Mediterranean,Estuarine,Zostera,2015,,,,9045,,,,,,,,Soissons et al. 2018
44.682,-1.11,Mediterranean,Estuarine,Zostera,2015,,,,10904,,,,,,,,Soissons et al. 2018
44.682,-1.11,Mediterranean,Estuarine,Zostera,2015,,,,9197,,,,,,,,Soissons et al. 2018
47.004,-2.199,Mediterranean,Coastal,Zostera,2015,,,,6548,,,,,,,,Soissons et al. 2018
47.005,-2.191,Mediterranean,Coastal,Zostera,2015,,,,5478,,,,,,,,Soissons et al. 2018
48.592,-2.202,Mediterranean,Estuarine,Zostera,2015,,,,2752,,,,,,,,Soissons et al. 2018
48.592,-2.202,Mediterranean,Estuarine,Zostera,2015,,,,2038,,,,,,,,Soissons et al. 2018
51.39,3.756,Temperate North Atlantic,Estuarine,Zostera,2015,,,,6115,,,,,,,,Soissons et al. 2018
51.39,3.756,Temperate North Atlantic,Estuarine,Zostera,2015,,,,5427,,,,,,,,Soissons et al. 2018
51.466,4.123,Temperate North Atlantic,Estuarine,Zostera,2015,,,,10318,,,,,,,,Soissons et al. 2018
51.466,4.123,Temperate North Atlantic,Estuarine,Zostera,2015,,,,7389,,,,,,,,Soissons et al. 2018
54.918,8.398,Temperate North Atlantic,Estuarine,Zostera,2015,,,,6064,,,,,,,,Soissons et al. 2018
54.918,8.398,Temperate North Atlantic,Estuarine,Zostera,2015,,,,9809,,,,,,,,Soissons et al. 2018
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,100.71,310.79,411.5,1848.6,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,69.91,277.72,347.64,1218.32,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,46.95,252.69,299.65,1069.16,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,41.89,216.25,258.14,1131.12,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,46.73,221.23,267.96,885.51,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,28.74,186.44,215.18,683.36,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,48.11,169.8,217.91,749.53,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,69.32,204.93,274.25,771.4,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,87.44,218.56,306.01,994.02,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,92.63,252.83,345.46,1506.54,,,,,,,,Stapel et al. 1997
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,89.93,286.74,376.66,1055.7,,,,,,,,Stapel et al. 1997
25.198,-80.792,Tropical Atlantic,Estuarine,Ruppia,2014,,,,3232,,,,,,,,Strazisar et al. 2016
-26.202,113.466,Tropical Indo Pacific,Coastal,Posidonia,2011,,,,286.22,,,,,,,,Strydom et al. 2020
-26.202,113.466,Tropical Indo Pacific,Coastal,Posidonia,2014,,,,200.74,,,,,,,,Strydom et al. 2020
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,20.81,,,24.88,5,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,50.39,,,79.4,38,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,34.6,,,51.49,31,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Enhalus,2009,81.73,,,13.2,7,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Enhalus,2009,52.9,,,8.01,3,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,13.29,,,36.13,4,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,5.01,,,11.47,4,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,7.27,,,21.2,5,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,3.01,,,18.17,3,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,2.76,,,10.39,6,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.51,,,17.74,3,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.26,,,12.12,4,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,3.51,,,21.42,2,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.26,,,11.47,5,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,5.01,,,29.42,4,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,3.26,,,16.44,10,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,6.02,,,32.02,5,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.76,,,13.41,12,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,5.01,,,25.96,2,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,1.5,,,14.28,7,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Syringodium,2009,17.3,,,34.83,11,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Syringodium,2009,6.52,,,13.2,7,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Thalassia,2009,32.34,,,40.46,13,,,,,,,Subramanian et al. 2011
9.267,79.167,Tropical Indo Pacific,Coastal,Thalassia,2009,11.78,,,14.71,8,,,,,,,Subramanian et al. 2011
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,124.35,,,5988.8,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,200.87,,,3977.7,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,176.52,,,3217.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,132.17,,,3865.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,197.39,,,3955.3,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,132.17,,,2815.6,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,78.26,,,2346.4,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,80,,,2189.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,76.52,,,4446.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,63.48,,,3664.8,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,66.09,,,4134.1,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,87.83,,,3888.3,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,140.87,,,4268.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,107.83,,,2815.6,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,54.78,,,2770.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,66.09,,,2525.1,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,88.7,,,2011.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,77.39,,,1944.1,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,126.09,,,3374.3,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,166.09,,,4849.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,169.57,,,4916.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,203.48,,,5497.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,203.48,,,4044.7,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,192.17,,,3575.4,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,149.57,,,3933,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,161.74,,,3575.4,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,123.48,,,2770.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,63.48,,,2726.3,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,47.83,,,1653.6,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,71.3,,,2055.9,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,63.48,,,1966.5,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,73.91,,,2882.7,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,111.3,,,3419,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,103.48,,,3307.3,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,129.57,,,3016.8,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,54.78,,,2592.2,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,90.43,,,2614.5,,,,,,,,Suonan et al. 2017
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,53.04,,,2458.1,,,,,,,,Suonan et al. 2017
39.262,3.052,Mediterranean,Coastal,Posidonia,2004,,,,690.61,,,,,,,,Terrados and Medina-Pons 2011
39.504,2.543,Mediterranean,Coastal,Posidonia,2004,,,,300.96,,,,,,,,Terrados and Medina-Pons 2011
39.504,2.543,Mediterranean,Coastal,Posidonia,2005,,,,338.43,,,,,,,,Terrados and Medina-Pons 2011
39.262,3.052,Mediterranean,Coastal,Posidonia,2006,,,,719.91,,,,,,,,Terrados and Medina-Pons 2011
39.504,2.543,Mediterranean,Coastal,Posidonia,2006,,,,490.75,,,,,,,,Terrados and Medina-Pons 2011
39.262,3.052,Mediterranean,Coastal,Posidonia,2007,,,,999.52,,,,,,,,Terrados and Medina-Pons 2011
39.504,2.543,Mediterranean,Coastal,Posidonia,2007,,,,668.68,,,,,,,,Terrados and Medina-Pons 2011
39.262,3.052,Mediterranean,Coastal,Posidonia,2008,,,,920.29,,,,,,,,Terrados and Medina-Pons 2011
39.504,2.543,Mediterranean,Coastal,Posidonia,2008,,,,665,,,,,,,,Terrados and Medina-Pons 2011
16.398339,119.88056,Tropical Indo Pacific,Coastal,Enhalus,1995,53.7,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Thalassia,1995,93.9,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Cymodocea,1995,31.7,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Cymodocea,1995,48.3,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Syringodium,1995,33,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Halodule,1995,29.4,,,,,,,,,,,Terrados et al 1998
16.398339,119.88056,Tropical Indo Pacific,Coastal,Halophila,1995,3.1,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Enhalus,1995,3.6,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Thalassia,1995,50.5,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Cymodocea,1995,4.3,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Cymodocea,1995,14.4,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Syringodium,1995,,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Halodule,1995,4.9,,,,,,,,,,,Terrados et al 1998
13.491233,120.971599,Tropical Indo Pacific,Coastal,Halophila,1995,3.9,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Enhalus,1995,13.9,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Thalassia,1995,14.6,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Cymodocea,1995,5.7,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Cymodocea,1995,9.4,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Syringodium,1995,1.5,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Halodule,1995,4.2,,,,,,,,,,,Terrados et al 1998
11.134501,119.378531,Tropical Indo Pacific,Coastal,Halophila,1995,0.6,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Enhalus,1995,4.9,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Thalassia,1995,3.4,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Cymodocea,1995,0.3,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Cymodocea,1995,0.2,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Syringodium,1995,2.4,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Halodule,1995,0.7,,,,,,,,,,,Terrados et al 1998
7.270522,99.403816,Tropical Indo Pacific,Coastal,Halophila,1995,10.3,,,,,,,,,,,Terrados et al 1998
17.62,119.66,Tropical Indo Pacific,Coastal,Enhalus,,,,,12.58,,,,,,,,Terrados et al. 1999
17.62,119.66,Tropical Indo Pacific,Coastal,Thalassia,,,,,195.54,,,,,,,,Terrados et al. 1999
17.62,119.66,Tropical Indo Pacific,Coastal,Cymodocea,,,,,23.79,,,,,,,,Terrados et al. 1999
17.62,119.66,Tropical Indo Pacific,Coastal,Cymodocea,,,,,24.19,,,,,,,,Terrados et al. 1999
17.62,119.66,Tropical Indo Pacific,Coastal,Halodule,,,,,196.54,,,,,,,,Terrados et al. 1999
17.62,119.66,Tropical Indo Pacific,Coastal,Syringodium,,,,,249.7,,,,,,,,Terrados et al. 1999
41.662,2.798,Mediterranean,Coastal,Cymodocea,,,,,480.81,,,,,,,,Terrados et al. 1999
41.787117,3.053433,Mediterranean,Coastal,Cymodocea,2002,,,237.74,617,,,,,0.79,,0.329,Terrados et al. 2006
41.787117,3.053433,Mediterranean,Coastal,Cymodocea,2002,,,150.94,583,,,,,0.5,,0.26,Terrados et al. 2006
9.733,79.018,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1112,,,,,,,,,Thangaradjou et al. 2015
9.738,79.02,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1283,,,,,,,,,Thangaradjou et al. 2015
10.047,79.255,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,434,,,,,,,,,Thangaradjou et al. 2015
10.156,79.241,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1710,,,,,,,,,Thangaradjou et al. 2015
10.263,79.312,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1272,,,,,,,,,Thangaradjou et al. 2015
10.129,79.248,Tropical Indo Pacific,Coastal,Enhalus,2013,,,952,,,,,,,,,Thangaradjou et al. 2015
10.131,79.24,Tropical Indo Pacific,Coastal,Enhalus,2013,,,914,,,,,,,,,Thangaradjou et al. 2015
10.156,79.241,Tropical Indo Pacific,Coastal,Enhalus,2013,,,1577,,,,,,,,,Thangaradjou et al. 2015
10.047,79.255,Tropical Indo Pacific,Coastal,Halodule,2013,,,662,,,,,,,,,Thangaradjou et al. 2015
10.129,79.248,Tropical Indo Pacific,Coastal,Halodule,2013,,,518,,,,,,,,,Thangaradjou et al. 2015
10.131,79.24,Tropical Indo Pacific,Coastal,Halodule,2013,,,476,,,,,,,,,Thangaradjou et al. 2015
10.156,79.241,Tropical Indo Pacific,Coastal,Halodule,2013,,,464,,,,,,,,,Thangaradjou et al. 2015
10.263,79.312,Tropical Indo Pacific,Coastal,Halodule,2013,,,628,,,,,,,,,Thangaradjou et al. 2015
9.733,79.018,Tropical Indo Pacific,Coastal,Halophila,2013,,,228,,,,,,,,,Thangaradjou et al. 2015
9.738,79.02,Tropical Indo Pacific,Coastal,Halophila,2013,,,281,,,,,,,,,Thangaradjou et al. 2015
10.263,79.312,Tropical Indo Pacific,Coastal,Halophila,2013,,,238,,,,,,,,,Thangaradjou et al. 2015
9.733,79.018,Tropical Indo Pacific,Coastal,Syringodium,2013,,,1062,,,,,,,,,Thangaradjou et al. 2015
9.738,79.02,Tropical Indo Pacific,Coastal,Syringodium,2013,,,1036,,,,,,,,,Thangaradjou et al. 2015
10.129,79.248,Tropical Indo Pacific,Coastal,Syringodium,2013,,,910,,,,,,,,,Thangaradjou et al. 2015
10.131,79.24,Tropical Indo Pacific,Coastal,Syringodium,2013,,,952,,,,,,,,,Thangaradjou et al. 2015
10.129,79.248,Tropical Indo Pacific,Coastal,Thalassia,2013,,,933,,,,,,,,,Thangaradjou et al. 2015
10.131,79.24,Tropical Indo Pacific,Coastal,Thalassia,2013,,,963,,,,,,,,,Thangaradjou et al. 2015
15.928,108.528,Tropical Indo Pacific,Coastal,Cymodocea,2018,1.2,4.1,5.3,437.3,,,,,,,,Tin et al. 2019
16.315,-86.543,Tropical Atlantic,Coastal,Thalassia,1990,42.1,,,110.5,33.5,,,,,,,Tomasko & Lapointe 1991
16.315,-86.543,Tropical Atlantic,Coastal,Thalassia,1990,40.9,,,96.36,29.2,,,,,,,Tomasko & Lapointe 1991
16.793,-87.775,Tropical Atlantic,Coastal,Thalassia,1990,37.2,,,44.55,13.5,,,,,,,Tomasko & Lapointe 1991
16.793,-87.775,Tropical Atlantic,Coastal,Thalassia,1990,22.5,,,31.35,9.5,,,,,,,Tomasko & Lapointe 1991
16.802,-88.083,Tropical Atlantic,Coastal,Thalassia,1990,27.86,,,120.12,36.4,,0.665,,,,,Tomasko & Lapointe 1991
16.802,-88.083,Tropical Atlantic,Coastal,Thalassia,1990,22.26,,,77.22,23.4,,0.498,,,,,Tomasko & Lapointe 1991
16.828,-88.104,Tropical Atlantic,Coastal,Thalassia,1990,49.21,,,64.68,19.6,,1.327,,,,,Tomasko & Lapointe 1991
16.828,-88.104,Tropical Atlantic,Coastal,Thalassia,1990,31.81,,,43.56,13.2,,0.901,,,,,Tomasko & Lapointe 1991
26.592,-77.008,Tropical Atlantic,Coastal,Thalassia,1990,17.3,,,34.66,10.5,,,,,,,Tomasko & Lapointe 1991
26.592,-77.008,Tropical Atlantic,Coastal,Thalassia,1990,48.6,,,74.58,22.6,,,,,,,Tomasko & Lapointe 1991
